review,label
"Máy này dùng tốt,loa to,cảm ứng nhạy,bọn miền núi quen dùng cục gạch không biết dùng cứ bình luận vớ vẩn,vân tay ở đằng trước phải đặt đúng chỗ nó mới mở,cái thứ hai pin rất tốt 2 ngày mới sạc,thứ 3 là bắt sóng rất tốt 4 vạch vietnammobole và vina phone tại sao anh em cứ bình luận vớ vẩn rồi đánh giá 1 sao...đã mua hàng qua sử dụng tại tgdd 102 phạm văn đồng - hà nội,máy dùng tốt dù đã qua sử dụng,nhân viên ngoan ngoãn lễ phép nhiệt tình chu đáo ,",1
Tôi mua hôm mùng 8/3 máy rất mượt chơi game cả tiếng k nóng camera chụp đẹp pin trâu nc là phù hợp vs giá tiền,1
"Máy xài rất  ok nhưng  vân tay khá tệ ,nhưng  với  tầm giá  này  thì cũng tạm ổn ",1
"Thật ra máy dùng rất ok, vấn đề vân tay không nhạy chỉ gặp vài lần đầu chứ những lần sau ăn tới 90% nếu bạn đặt vân tay đúng chỗ. Nhân viên tgdd rất nhiệt tình",1
"sài đc 6 tháng lúc chưa uống nước muối thì ok lắm ... máy pin xem phim cả ngày , kh bị lag , từ bửa đi biển cho vài ngụm sóng biển thì h lâu lâu hay nhảy chữ th còi những cái khác ổn cả ... xem phim pin vẫn trâu vẫn ok lắm luôn :) ",1
Mình mua A50s thấy rất ok nhân viên nhẹ nhàng tư vấn nhiệt tình mình sạc pin ban đêm dùng cả ngày ko hết cả chơi game nói chung rất ok rát thích,1
ms mua dùng đc 4 ngày thấy máy ngon mượt camera đẹp vân tay ok ổn trong tầm giá xứng đáng cho 5sao nhân viên tư vấn nhiệt tình ,1
"Tôi vừa mua sản phẩm mấy tháng,camera tạm ổn ,pin tốt nhưng sạc nhanh , màn hình cũng ổn, mình rất thích",1
"Tôi đang ý định mua A71 nhưng vào xem đánh giá mọi người bảo pin tụt nhanh,và giật nên chán đang cân nhắc ko biết nên mua ko?nếu đúng bị lỗi thì nhà sx phải điều chỉnh lại để khách còn muốnmua",1
"Sử dụng máy đc 5 tháng. Mọi thứ đều ổn, xem phim màn hình rộng rất thích, pin khỏe,  nhưng mình thấy camera macro của mình chụp k đc nét, nó bị nhiễu nhiễu ko nét như quảng cáo hay máy mình bị lỗi nhỉ",1
"Mình mua được 2 tháng, ko va đập vẫn còn nguyên ốp của hãng mà vỏ mặt sau camera bị gãy như hình. Cho hỏi có được bảo hành ko?",1
"Mua dk 2 tháng rồi. Vẫn đẹp lung linh và pin xài rất lâu nha mấy chế. Sạc nhanh dễ sợ, máy mượt ghê gớm ý. Đáng đồng tiền bát gạo",1
"Xài 3 tháng r mọi thứ vẫn tốt( trừ vân tay khi bỏ túi quần lâu lâu nó bị lỗi). Dành cho ai quan tâm về game cụ thể LQ (cấu hình cao-60fps), pubg vs coduty (cao-40fps), honkai impact (cao-30fps cái cấu hình cao game này chỉ để dc 30fps),king's raid (cao-30fps). Chỉ cách lựa máy này lên coi điểm antutu trên web antutu score tầm 267k khi mua về đem test coi nếu bằng hoặc thấp hơn 1-5k thì xài ko thì đi đổi. Thấp hơn nhiều quá chắc do lỗi phần mềm One Ui của máy các bạn vẫn chưa tối ưu hóa tốt để tương tác vs con chip (tùy máy thôi nhé). Máy t tầm 276k. Cái đầu vd cái đuôi là lúc bắt đầu vs xong trận còn khúc giữa là lúc trong trận càng phẳng là độ ổn định fps càng cao",1
"Đánh giá sau 2 tháng sử dụng. Về phần cấu hình thì mình nghĩ dòng cận cao cấp như này thì không đòi hỏi nhiều, bạn nào chơi game chắc sẽ bị nóng máy hoặc lag. Dùng nhiều ứng dụng thì vài ngày các bạn nên vào Chăm sóc thiết bị tắt bớt để máy được nhạy. Pin dùng ổn, bạn nào chỉ dùng lên mạng dưới 5h mỗi ngày thì dùng đc tầm 2 ngày. Mình thấy máy này tốt nhất là camera, tầm giá này chụp vầy là khá đẹp, hơn hẳn dòng Iphone Xr hiện giờ giá vẫn cao ngất, bắt sáng tốt hơn hẳn. Thích hợp cho nữ dùng chụp choẹt.",1
"Đánh giá sau 2 tháng sử dụng. Về phần cấu hình thì mình nghĩ dòng cận cao cấp như này thì không đòi hỏi nhiều, bạn nào chơi game chắc sẽ bị nóng máy hoặc lag. Dùng nhiều ứng dụng thì vài ngày các bạn nên vào Chăm sóc thiết bị tắt bớt để máy được nhạy. Pin dùng ổn, bạn nào chỉ dùng lên mạng dưới 5h mỗi ngày thì dùng đc tầm 2 ngày. Mình thấy máy này tốt nhất là camera, tầm giá này chụp vầy là khá đẹp, hơn hẳn dòng Iphone Xr hiện giờ giá vẫn cao ngất, bắt sáng tốt hơn hẳn. Thích hợp cho nữ dùng chụp choẹt.",1
"Đánh giá sau 2 tháng sử dụng. Về phần cấu hình thì mình nghĩ dòng cận cao cấp như này thì không đòi hỏi nhiều, bạn nào chơi game chắc sẽ bị nóng máy hoặc lag. Dùng nhiều ứng dụng thì vài ngày các bạn nên vào Chăm sóc thiết bị tắt bớt để máy được nhạy. Pin dùng ổn, bạn nào chỉ dùng lên mạng dưới 5h mỗi ngày thì dùng đc tầm 2 ngày. Mình thấy máy này tốt nhất là camera, tầm giá này chụp vầy là khá đẹp, hơn hẳn dòng Iphone Xr hiện giờ giá vẫn cao ngất, bắt sáng tốt hơn hẳn. Thích hợp cho nữ dùng chụp choẹt.",1
"Khá ổn định về độ mượt còn hao pin thì ko hao lắm bởi vì bật trình tiệt kiệm pin trung bình thì máy vẫn mượt và ko hao liên quân cả ngày vừa đủ xài luôn , với lại em là fan samsung, thiết nghĩ là vậy nên xài sản phẩm Ss lúc nào cũng thấy ok",1
Máy tốt màn hình quadHD+ .CPU Exynos 990 mạnh mẽ . Camera 12 mp 64 mp tof 3D tuyệt nói chung là rất ok .Máy chạy mượt mà rất ok,1
"Mình mua được máy ba hôm rồi. Mình thấy pin con này rất trâu, đang trong thời AI học cách sử dụng pin mà chơi Pubg  37p đúng 37%, lướt face, web,...6 tiếng từ 100% giảm còn 41%. Camera mình ko chuyên lắm nhưng thấy nhiều Youtube đánh giá cao còn này. Màn hình đẹp, mượt, tải thêm mấy cái app hình nền cho màn hình đục lỗ là bao chất. Hiện tại bản vá tháng 2 hình như ss rút lại do nhiều ng bị treo logo rồi, mong các bản vá mới ra cải tiến thêm hiệu năng. Vân tay chưa nhạy lắm, nhận diện mặt thì khá nhanh. Pin sạc từ 0-100 là 80p, còn 30-100 đúng 46p. Cảm thấy rất hài lòng về e này",1
"Máy rất mượt. Mua đợt sale giá 8tr5. Pin cực tốt xài vài ngày sẽ ổn. Loa to. Màn hình thì khỏi chê. Sóng sánh cực ổn định (ưu điểm vỏ nhựa). Máy nhẹ, cam cực tốt. Chip tối ưu rất tốt. Vân tay nhạy. Có thương hiệu + hàng chính hãng cty đừng so sánh với hàng xách tay Tq. Cảm ơn",1
"Điện thoại mua ngày 28/12/19, sử dụng đến nay mọi thứ ok. Pin trâu, sử dụng hơn 1 ngày. Pin để qua đêm tụt 1-2%,quá ok. Nhận diện vân tay nhanh. Không uổn tiền khi mua.",1
Điện thoại sắc nét và đẳng cấp,1
rất tốt,1
rất tốt,1
Thông minh,1
Một người bạn đã đề cập đến chiếc điện thoại này với tôi và nó xứng đáng với những gì anh ấy đã nó,1
Vận chuyển nhanh chóng và đúng như những gì tôi mong đợi!,1
Hoạt động tuyệt vời cho giá cả!,1
sự lựa chọn hoàn hảo,1
"Điện thoại tuyệt vời cho con trai út của tôi, với các tùy chọn đi bộ hợp lý và chất lượng là trên hết",1
rất tốt,1
điện thoại rất chắc chắn,1
Sự lựa chọn tốt,1
"hoàn hảo, thiết thực, dễ xử lý, độ phân giải tốt, đóng gói tốt",1
sản phẩm xuất sắc !! ,1
tuyệt vời,1
tôi thích,1
Tuyệt quá. Đã đến một cách nhanh chóng.,1
"Mua sài mấy tháng lần đầu thấy rất ok với máy này, pin sài lâu sạc nhanh ok chụp hinh thì khỏi chê ,lượt game cùng nhanh cử chỉ k chạm cũng nhạy ,nói chung với giá này mà ôm dc còn này wa ok.",1
"Máy mỏng đẹp,camera ổn quay video siêu chống rung cực ngon,chip ổn tiếc là ko có tần số 90hz",1
Mua 5 thág rồi.rất hài lòg.pin trâu.sạc nhah.rất tốt.nhân viên tggd vv nhiệt tình,1
Đã khắc phục lỗi này rồi nhé .  Sản phẩm hoàn thiện . Rất tốt . Đội hổ trợ rất nhiệt tình . Cảm ơn tgdd,1
"Máy đẹp, mỏng nhẹ cực kỳ. Tiếc là rung không thấy mạnh lắm, khoảng chụp ảnh thì vô đối rồi. Nhân viên tư vấn hỗ trợ nhiệt tình.",1
"Máy mỏng nhẹ hình thức bắt mắt nếu màu trắng thì rất đẹp, màn hình rực rỡ có độ sáng rất cao dùng ngoài trời nắng khá ok, camera chụp ảnh quay phim đều đẹp, pin 4000 vẫn dùng được cả ngày sạc vào rất nhanh, loa to, rung mạnh, sóng khỏe ngồi trong toilet dưới hầm nhà sóng 4G vẫn đủ 4 vạch chạy vù vù. Nhìn chung máy chạy khá mượt với nhu cầu chỉ nghe gọi Zalo Facebook, chụp ảnh quay phim, nghe nhạc, xem Youtube, viết văn bản, edit video, chỉnh sửa ghép ảnh ... thấy em này đáp ứng rất tốt không có gì để chê. Mấy em bán hàng BOT TGDĐ Ngô Gia Tự rất nhiệt tình, đẹp gái dễ thương khả năng sẽ mua thêm một cái nữa ",1
"Điện thoại dùng rất tuyệt, nhưng mới mua về dùng 1 tuần đầu pin tụt khá nhanh, dùng 1 thời gian thì pin ổn định ko tụt nhanh như trước...bây giờ dùng rất đã pin ok hơn trước, chiến game nặng như genshin, life after,pubg mượt mà ở cầu hình trung bình khá mượt, xem phim rất sướng, sạc nhanh nữa 55p từ 3% đến 100% ",1
Tối tới sáng pin tụt nhiêu vậy bạn,1
"Sản phẩm quá tốt,ngoài mong đợi của mình",1
"Sài ok, tuy dung lượng thấp nhưng có củ sạc 30w thì kho9ng còn gì bàn cãi. Mãi ủng hộ dòng oppo",1
"Camera thì OK,tuy pin 4000mah nhưng vs củ sạc 30w thì sạc rất nhanh...màn hình nhìn cực đã...hiệu năng thì OK..sài thì ko có j để chê cả..!",1
"Đổi máy mới thì hết tình trạng sụt pin nhanh , nói chung là máy mọi thứ đều ổn sang máy mới đổi thì pin tụt hợp lí với số ứng dụng trên máy và thời gian sử dụng , nv tư vấn phục vụ nhiệt tình , hài lòng về sản phẩm và cách phục vụ của dmx",1
"Sản phẩm ok, sạc pin nhanh, cấu hình mạnh, Nhân viên hỗ trợ tư vấn nhiệt tình!!!",1
Rất OK từ tư vấn đến sản phẩm.nhiều người nói pin để qua đêm tụt nhanh.mình để qua đêm vẫn 100% pin,1
máy đẹp,1
Sản phẩm tốt,1
Điện thoại rất ok,1
Sản phẩm dùng rất tốt. Pin bền. Sạc tương đối nhanh. Chơi game mượt màn hình đẹp. Âm thanh loa rõ ràng. Nói chung là OK. 😍,1
Nhân viên cửa hàng rất nhiệt tình ................ máy dùng tốt chơi game mượt 😁😁😁😁😁,1
"Máy thiết kế rất đẹp thchs nhất màu tím mộ thứ rất OK ,lướt mượt,có sạc nhanh , Rất đâng đồng tiền bỏ ra khi mua máy",1
Vừa mua từ lúc có hàng bán ra ở tgdd. Cảm nhận đầu tiên về thiết kế là bắt mắt. mình lấy màu tím. Sạc nhanh mà tự động ngắt nữa. Nch là ưng,1
Chíp media tel không thích lắm nhưng bù lại có sạc nhanh rất tuyệt vời mọi thứ tốt trong tầm giá,1
"Máy đẹp, chạy mượt, pin tốt chứ không như nhiều người đánh giá, chỉ tội chụp ảnh xấu hơn máy sony mình đang sài hoặc do mình chưa biết cách chụp, nhân viên bán hàng thì khỏi nói quá tuyệt vời, nhiệt tình, chu đáo",1
Máy mượt . Nhỏ gọn.cần là có.Ai bảo hao pin . Quá nóng thì sai quá sai nhé.. dư sức cho 1 ngày làm việc wifi 4g bật liên tục.. 21h còn 37% pin..,1
"Máy thiết kế đẹp, sử dụng ổn định. Màn hình 120hz khá mượt. Một vài ngày đầu sử dụng máy nóng và hao pin nhưng sau đó thì ổn. Samsung có chương trình thu cũ đổi mới khá hấp dẫn, mình mua lúc máy mới ra, được giảm giá tới 8tr. Thật sự trong tầm giá 13tr (đã trừ khuyến mãi) không có con máy nào so sánh được.",1
"Gần một tháng sử dụng. Máy đẹp, lướt rất mượt. Thời gian đầu mua về rất nhanh hết pin, dần về sau thấy rất ổn xài cả ngày thoải mái. Mấy bạn yên tâm về pin, về sau rất ổn đừng lo.",1
"Máy chạy mượt,để 120hz thì pin nhanh hết,on liên tục khoảng 5h.chụp ảnh,video khá nét",1
"Một siêu phẩm của năm 2021. Máy đẹp nhẹ, mỏng cầm nhẹ tay. Do trước đây xài máy màn hình lớn 6,67inch nặng, nên thấy hơi lạ tay. Màn hình đẹp, độ sáng cao nhìn lâu không mõi mắt Phần chụp ảnh hình khỏi phải bàn. Về pin thì nếu xài tác vụ nhẹ nhàng face, YouTube, Games thì cũng đc 1 ngày. Không game thì hơn 1 ngày. Máy cũng không có nóng quá. Có đều mở camera lâu thì máy sẽ nóng lên là đương nhiên. Đây là cảm nhận cá nhân của mình. Với nhu cầu bình thường thì quá tốt. Đáng để nâng cấp",1
"Ngon mượt mát, pin ổn, ghét cái là hộp máy ko có cái gì. Đừng nghe những thánh chưa xài phán, nhân viên nhiệt tình.",1
Máy xài rất tốt - model đẹp - chạy rất nhanh - giá tốt - nhưng nhanh hao pin -nv tư vất ok,1
Mới mua hôm 15 Máy không nóng như mọi người nói. Pin cũng khá ok dùng liên tục 4h từ 100% xuống 58. Mua lúc còn 15tr nên khá ngon so với tầm giá. Mỗi tội máy đã bóc hộp không được mở hộp trực tiếp và không có ốp lưng giá rẻ.,1
"Sản phẩm nhỏ gọn, thiết kế đẹp, sang trọng, một điều là camera chụp hình quá tốt, mình mua lúc đang giao cọc sau khoảng thời gian sử dụng thì không có gì để chê, samsung luôn tốt",1
"lần đầu dùng flagship nên thấy quá ngon =)). máy nhỏ, nhẹ. Rất thích hợp để túi quần",1
máy ok trong tầm giá .nên để 60hz là không bị hao pin .camera bao đẹp .nhân viên ở dmx nam dong cư jut rất nhiệt tình,1
Sản phẩm tốt chụp ảnh rất nét. Mình sài cả ngày mới hết pin. Cảm ứng rất mượt.nói chung là không chê vào đâu cả. Mình làm rơi từ tầng 2 xuống mà không việc gì,1
Luôn sử dụng dòng S từ s2 đến bjo là s21. Chưa bao giờ thất vọng. Pin dùng cả ngày thoải mái. Hiệu năng quá ổn........,1
"Sản phẩm quá ok, mình mới sử mấy ngày trên cả ok, game, phim coi mát ga, hiệu năng máy thì quá ok...nhân viên ok, tuy trả góp nhưng rất nhiệt tình...",1
"Máy mượt và pin trâu, các bác vào cập nhật phiên bản mới là sửa lỗi nóng máy hao pin thôi",1
"Tôi nói thật các ông mua cứ chê nọ kia, máy mới hệ điều hành mới nhất, cái j lục đầu chả nọ kia mới đâu phải cứ hoàn hảo, dùng 1 thời gian mọi thư mới đi vào khuân khổ nhà sản xuất mới khắc phục chứ. Chứ samsung hay bất kỳ hãng khác ra máy đời mới toanh mà đưa hệ điều hành ra thế hệ trước đó xem, tôi đảm bảo sài ngon và k hề lỗi tý j nhá. Mới cứ đòi cái mới nhất đòi nọ kia... Chán với thánh phím",1
"Máy ổn. Mua lúc giá hời xài 01 tuần ok. Tiếc là hông có củ sạc, tai nghe đi cùng",1
"Ok đẹp gọn, chụp hình miễn bàn, game mượt. Mua được 28 ngày rôi. Được bảo hành rơi vỡ 1 năm và smarthing hay lắm.",1
Đã mua 1 cái S21 5G màu tím và hoàn toàn thỏa mãn. Không có điểm nào để chê cả. Mong SS sẽ duy trì thiết kế của S21 5G cho các phiên bản sau.,1
"Sản phẩm rất tốt, kích thước màn hình 6.2 inch vừa phải phù hợp với nhu cầu sử dụng hàng ngày của mình. Exynos mới mượt mà ổn định, camera đẹp, thời lượng pin đủ dùng thoải mái trong ngày (mình không chơi game).",1
"Sản phẩm tốt Mình có mấy chục group zalo, điện thoại, nhắn tin, 4g cả ngày, 9h tối còn 10% pin. Chế độ đổi máy của samsung rất hấp dẫn",1
Đt mua ngon chiến game mượt hết chổ chê.chụp ảnh đẹp dung lượng khủng.màn hình lớn,1
Dùng rất ngon.,1
Điện thoại rất ok,1
Ok,1
good,1
tôi rất thích nó,1
tôi sẽ lấy nó,1
"con này đẹp, giá hợp lý và xứng đáng với cái giá đó.",1
Điện thoại này rất đẹp,1
Tất cả mọi thứ của nó đều tốt,1
Tôi sẽ lấy nó ,1
Đây là kẻ hủy diệt cho các phone tầm thấp đây.,1
Rất là ngon ở phân khúc tầm trung.,1
Trông khá là ngon,1
trải nghiệm tổng thể thì ngon,1
"Thấy ngon lành, xài ổn định mượt mà, cam tốt và cái quan trọng nhất nếu mua chính hãng sử dụng được Samsung Pay",1
Quá đỉnh,1
Qúa mượt luôn,1
"Riêng vấn đề nghe gọi và kết nối các thiết bị với nhau, em thấy iOS làm rất tốt.",1
Điện thoại này đối với tôi thì rất tốt ,1
Nó rất tốt,1
Nói chung là đẹp lắm luôn ạ,1
"Nó rất đẹp, rất phù hợp với mọi người",1
tôi thích nó,1
ai thấy cũng thích nó,1
Nó rất tuyệt vời,1
rất chi là ok luôn,1
ok tôi sẽ lấy nó,1
"Hàng rất đẹp, rất chi là ưng ý.",1
Rất ưng ý và chất lượng,1
Camera Thật là tuyệt vời,1
Thông số kỹ thuật đáng kinh ngạc cho giá trị giá cả.,1
một chiếc điện thoại có giá trị tốt như vậy thật bất ngờ.,1
tôi thích chất lượng tốt của điện thoại,1
iPhone có phần mềm tốt nhất,1
iPhone là một chiếc điện thoại tốt và tôi thích nó 😘😘😘,1
"Tôi thích iPhone 12 pro, chiếc điện thoại rất đẹp",1
Nó có khả năng chống nước rất tốt,1
"camera selfie của nó rất tốt, hầu hết là trong điều kiện ánh sáng tốt và trong điều kiện tối thì nó vẫn ổn.",
Điện thoại tốt,1
Tôi thích iphone x,1
nó rất tốt và tôi hài lòng về nó,1
"So với chiếc Samsung cũ của tôi thì chiếc điện thoại này hoạt động khá tốt. Nhạc chuông đủ lớn để nghe và điện thoại thực sự sạc nhanh và có thời lượng pin tuyệt vời. Nó cũng không nóng lên như một củ khoai tây trong lò nướng trong suốt thời gian dài sử dụng điện thoại. Màn hình lớn, sáng đẹp. Cách dễ thương để tùy chỉnh nó. Thanh cuộn có thể được đặt thành màu tím, hồng, thủy, cam, v.v. ",1
"Yêu thích điện thoại này. Đây là một chiếc điện thoại tuyệt vời, đáng tin cậy. Tôi cũng đã mua chiếc điện thoại này sau khi chiếc samsung A460 của tôi bị chết. Menu dễ hiểu và quay số nhanh có sẵn cho khoảng 300 số. Quay số bằng giọng nói cũng là một tính năng hay, nhưng mất nhiều thời gian hơn so với quay số nhanh.",1
"Yêu điện thoại, NHƯNG ...! Tôi yêu điện thoại và tất cả",1
"Dịch vụ điện thoại và các tùy chọn tuyệt vời Chiếc điện thoại này rất tuyệt vời cho mọi mục đích mà nó mang lại,",1
Rất hiệu quả đối với tôi,1
Tôi KHÔNG gặp vấn đề gì với pin hoặc các hộp đựng mới - hiện tại nó có một hộp đựng cá mới và nó vẫn tốt như ban đầu. Tôi đã thêm nhạc chuông và nhạc nên tất cả đều tốt cho tôi.,1
"Muốn Nokia tuyệt vời? Bạn có nó ở đây! Mát mẻ, Rẻ, Màu sắc: 3 từ miêu tả Nokia 3588 một cách hoàn hảo.3588 cũng có một số nhạc chuông tuyệt vời. Và tôi sở hữu một cửa hàng điện thoại di động, vì vậy tôi có kinh nghiệm. TÔI ĐÁNH GIÁ ĐÂY LÀ ĐIỆN THOẠI TỐT NHẤT THỨ 5 MÀ TÔI ĐÃ TỪNG CÓ ĐƯỢC TRONG CỬA HÀNG CỦA TÔI.",1
Vấn đề với tai nghe phổ thông 3588i 3599i nhìn chung là một chiếc điện thoại đẹp,1
"điện thoại tuyệt vời !!!!!!!! Tôi chưa bao giờ sở hữu một chiếc điện thoại Nokia trước đây, vì vậy đây là lần đầu tiên đối với tôi. Tôi thực sự thích điện thoại rất nhiều, khả năng thu sóng rất tốt ... mặc dù cường độ tín hiệu đang ở mức thấp. Chất lượng của điện thoại cũng tuyệt vời, nó cảm thấy chắc chắn và có trọng lượng. Tôi rất khuyên bạn nên sử dụng điện thoại này.",1
"hoạt động tuyệt vời, nhưng đừng bỏ qua nó Tôi đã có chiếc điện thoại này hơn một năm và tôi thực sự thích nó. Chưa bao giờ thích điện thoại nắp gập, tôi có thể đánh giá cao tính năng này của Nokia. Màn hình màu rất đẹp và tất cả các tính năng đều dễ sử dụng",1
Điện thoại miễn phí tuyệt vời cho khách hàng Sprint. Đây là một sự lựa chọn tuyệt vời để Sprint sử dụng khi đăng ký khách hàng mới cho dịch vụ. Đây là tùy chọn miễn phí cho hầu hết khách hàng mới và nó đã rất tuyệt vời sau một năm sở hữu.,1
Dịch vụ ,
"Tôi thích nó Tôi vừa mới có nó và phải nói rằng nó dễ sử dụng, tôi có thể nghe thấy người đó nói chuyện tốt và tôi không gặp vấn đề gì khi giao dịch với nextel.tuyệt vời nó là một trong những điện thoại tốt nhất mà tôi từng có. Dịch vụ này là tốt nhất tôi từng có. không có vấn đề gì khi thực hiện hoặc nhận cuộc gọi.",1
Sản phẩm tuyệt vời Sản phẩm đã được rất tốt. Tôi đã sử dụng chiếc điện thoại di động này trong một trong những dự án của mình và nó hoạt động rất kỳ diệu.,1
SẢN PHẨM TUYỆT VỜI CỦA NEXTEL LÀ SẢN PHẨM TUYỆT VỜI DÀNH CHO NEXTEL!,1
"Đẹp,điện thoại hoạt động rất tốt.",1
Tuyệt vời với But !! Mạnh mẽ - rõ ràng là tuyệt vời - dễ sử dụng,1
Tôi cảm thấy thật MAY MẮN khi tìm thấy chiếc điện thoại này,1
"điện thoại đẹp, tốt lên điểm từ bản sửa đổi pantach của tôi. Thiết lập rất sạch sẽ và dễ dàng thiết lập. chưa bao giờ có điện thoại Android nhưng chúng thật tuyệt vời khi nói ít nhất. kích thước hoàn hảo để lướt web và truyền thông xã hội. điện thoại tuyệt vời samsung",1
Rất hài lòng,1
"Nó hoạt động tốt nhưng đôi khi hơi chậm nhưng nó là một chiếc điện thoại rất tốt, tôi thích nó",1
Điện thoại tuyệt vời để thay thế điện thoại bị mất của tôi,1
No có một màn hình rất đẹp,1
tôi là một phan trung thành của nó,1
"máy ảnh hoạt động tuyệt vời, video cũng tuyệt vời và thậm chí cả trình duyệt web cũng tốt và mang lại cho tôi những gì tôi cần. Tôi cũng nhận thấy rằng thời lượng pin kéo dài hơn",1
Đó là thời lượng pin tuyệt vời. Nó rất nhạy khi chạm vào,1
"Đây là một sản phẩm tuyệt vời mà nó đã có sau hai ngày đặt hàng. Chỉ có một khuyết điểm nhỏ ở bên cạnh, nhưng ai quan tâm miễn là điện thoại có đầy đủ chức năng",
nó tốt nhất! Tôi đã gặp một chút tình huống với mặt hàng của mình nhưng họ đã nhanh chóng khắc phục sự cố. Tôi rất hài lòng và chắc chắn sẽ mua một điện thoại khác từ họ nếu tôi cần.,1
Điện thoại trông đẹp hơn so với mô tả đã có thể chuyển dữ liệu từ điện thoại cũ sang điện thoại mới mà không gặp vấn đề gì,1
Đó là chiếc điện thoại tốt nhất và tôi yêu nó.,1
Tôi phải nói rằng đó là một mua hàng tuyệt vời. Điện thoại hoạt động tuyệt vời.,1
Trông màu này rất đẹp,1
Tôi rất ưng nó hoạt động mượt mà,1
Tôi yêu điện thoại. Nó làm mọi thứ tôi cần và hoạt động tuyệt vời.,1
"màn hình đẹp, có khả năng chạy chrome, chụp ảnh đẹp, bàn phím thoải mái, bỏ vừa túi và vừa tay, chơi video rất hay, chạy nhanh rất nhanh,",1
Điện thoại tốt chỉ là một chiếc điện thoại cũ hơi chậm nhưng nó là một chiếc điện thoại tuyệt,1
Nói chung là rất hài lòng với điện thoại.,1
điện thoại là tuyệt vời và trong tình trạng tốt. Con gái của tôi rất hạnh phúc khi trở thành người dùng andriod ngay bây giờ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
Điện thoại hoạt động tốt. Không sao cả,1
Camera ngon pin đủ 1 ngày dùng,1
điểm mạnh nhất của con 8 1 này là camera + pin đấy bác,1
"Màn hình đẹp, ngoại hình cũng đẹp, Pin khá dùng cả ngày được.",
"Cam chụp đẹp lung linh với độ phân giải 20MP, pin trâu bò nên b hốt là chuẩn nè",1
Hoàn hảo về mọi mặt.,1
Chỉ cần có điện thoại này và nó là một điện thoại tuyệt vời. Nó rất dễ sử dụng.,1
Chiếc điện thoại này rất tuyệt nhưng nó đã cũ đi nên đã đến lúc phải thay thế. Nó thật tuyệt khi nó kéo dài.,1
Điện thoại này đã đến trong tình trạng tuyệt vời! Giá cả tuyệt vời và nó mang lại những kỷ niệm tuyệt vời khi sở hữu chiếc điện thoại này!,1
Đáp ứng tất cả sự mong đợi của tôi. Tôi không thể phàn nàn gì cả. Giá cả tuyệt vời!,1
Thông minh hào hảo trên cả tuyệt vời,1
"Tôi thích chiếc điện thoại này, tôi đã mua nó cho mẹ tôi và bà ấy rất thích nó",1
Rất thiết thực và thân thiện với người dùng điện thoại. Tôi rất hài lòng với nó.,1
Điện thoại sắc nét và đẳng cấp,1
rất tốt,1
rất tốt,1
Thông minh,1
Một người bạn đã đề cập đến chiếc điện thoại này với tôi và nó xứng đáng với những gì anh ấy đã nó,1
Vận chuyển nhanh chóng và đúng như những gì tôi mong đợi!,
Hoạt động tuyệt vời cho giá cả!,1
sự lựa chọn hoàn hảo,1
"Điện thoại tuyệt vời cho con trai út của tôi, với các tùy chọn đi bộ hợp lý và chất lượng là trên hết",1
rất tốt,1
điện thoại rất chắc chắn,1
Sự lựa chọn tốt,1
"hoàn hảo, thiết thực, dễ xử lý, độ phân giải tốt, đóng gói tốt",1
sản phẩm xuất sắc !! ,1
tuyệt vời,1
tôi thích,1
Tuyệt quá. Đã đến một cách nhanh chóng.,1
Điện thoại hoạt động tốt.,1
Quá ngon với tầm giá mình sẽ ủng hộ tiếp . Pin trâu Cấu hình ngon nn nnnnnnnnnn,1
Hàng chính hãng giá cả phải chăng rất tốt so với tầm giá chỉ thì hơi yếu xài hơi lắc cảm ơn sớm,1
"Hàng chất lượng,shop uy tín ,giá cả phải chăng.",
Chất lượng sản phẩm phù hợp với giá tiềnnnnnnnnnnnnnnnnnn!!!!!!!!!!!!!!,1
Điện thoại cầm gọn tay. Dễ sử dụng.,1
"Sản phẩm khá ok, giao hàng nhanh, tốc độ hơi chậm nhưng chấp nhận dc! ",1
bảo đảm tốt,1
rất là bảo đảm,1
Cực kì hài lòng,1
chất lượng khỏi chê,1
đáng đồng tiền bát gạo,1
